iter	likelihood	#indels	#substs	rs07:mean_length	rs07:rate	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	tn93:kappaPur	tn93:kappaPyr	tn93:pi[A]	tn93:pi[C]	tn93:pi[G]	tn93:pi[T]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
5232	-6.731685369361685E2	17	140	2.7626664220348967E0	4.608211476040482E-2	17	140	-6.731685369361685E2	-1.2574603550711197E2	146	49	1.5645614931707663E0	2.88777499367236E0	1.9294533361996632E-1	3.3698310537587567E-1	3.1442811990464775E-1	1.5564344109951023E-1	8.481109372227745E-2	-1.2574603550711197E2	3.772563409798694E0	1.4980707392610906E0	3.772563409798694E0	1.4980707392610906E0	146	3.9709623842771363E-1	49	-8.173764770657482E2	-1.4420794012957973E2
5233	-6.700662891207455E2	13	146	2.2545208484167842E0	2.6006184209576254E-2	13	146	-6.700662891207455E2	-9.677349183249378E1	138	33	1.4121309328194873E0	2.3613287330701875E0	1.8651577205358708E-1	3.3966774832895114E-1	3.1693307407856464E-1	1.5688340553889701E-1	1.0249089644125266E-2	-9.677349183249378E1	1.8008933307696913E0	1.5563525619130412E0	1.8008933307696913E0	1.5563525619130412E0	138	8.642114084835136E-1	33	-7.855456617527865E2	-1.1547937263204092E2
5234	-6.714335244790583E2	14	140	1.8402845420940217E0	2.3356161730876582E-2	14	140	-6.714335244790583E2	-1.058846310859701E2	139	34	1.7033544219973893E0	1.901871495089791E0	1.953655267776552E-1	3.122125615159727E-1	2.994592714671825E-1	1.9296264023918963E-1	1.988654350321661E-2	-1.058846310859701E2	1.4861673568774376E0	1.6298927083546517E0	1.4861673568774376E0	1.6298927083546517E0	139	1.0967087258457844E0	34	-7.952048500318941E2	-1.2377132555283586E2
5235	-6.626941158197744E2	14	142	2.7378644634817473E0	2.599684831402015E-2	14	142	-6.626941158197744E2	-1.0419775190245447E2	138	32	1.0851976369399172E0	1.9269527320221114E0	2.0360350108723935E-1	3.090160801986884E-1	2.963933603395694E-1	1.909870583745027E-1	1.7584577890656494E-1	-1.0419775190245447E2	2.653015654644297E0	1.6420716035949134E0	2.653015654644297E0	1.6420716035949134E0	138	6.18945312561706E-1	32	-7.875376771992137E2	-1.2484356137943932E2
5236	-6.647553557794104E2	16	141	2.652131591827793E0	3.1977589721928455E-2	16	141	-6.647553557794104E2	-1.1826038486887074E2	143	46	1.0297884980948329E0	2.667337422685604E0	2.1109676587458626E-1	3.203888675039748E-1	3.073015908875515E-1	1.6121277573388745E-1	6.71890361526977E-3	-1.1826038486887074E2	4.962874355336496E0	1.574850877890932E0	4.962874355336496E0	1.574850877890932E0	143	3.1732636475020193E-1	46	-8.01471853724546E2	-1.3671649794513564E2
5237	-6.774948947548182E2	14	143	4.518709897552485E0	4.0751259870269584E-2	14	143	-6.774948947548182E2	-1.0855897477736525E2	140	40	1.5854981345691643E0	1.7165922618850877E0	1.902613007178482E-1	3.094458320832458E-1	2.7697061180778826E-1	2.2332225539111777E-1	3.658942298050335E-2	-1.0855897477736525E2	1.6534475892265792E0	1.603535325063151E0	1.6534475892265792E0	1.603535325063151E0	140	9.698132166458476E-1	40	-8.085050820200294E2	-1.3101018726521113E2
5238	-6.923407479521312E2	14	157	2.128304895230717E0	2.0726751455437082E-2	14	157	-6.923407479521312E2	-1.0334858274972787E2	139	34	1.6295100100758408E0	2.935418171819066E0	1.515816277101228E-1	3.183055216308898E-1	3.003966947957742E-1	2.2971615586321306E-1	1.3832908630222107E-2	-1.0334858274972787E2	5.341482615446428E0	2.0190335347260313E0	5.341482615446428E0	2.0190335347260313E0	139	3.7799122080588954E-1	34	-8.195623912776875E2	-1.2722164332555629E2
5239	-6.980405897220245E2	14	157	1.9197495163161014E0	2.50757250232373E-2	14	157	-6.980405897220245E2	-9.837720878728297E1	137	30	2.2935636621648587E0	2.8746052239254523E0	2.0003919384771565E-1	2.973372537856864E-1	2.7912936161873014E-1	2.2349419074786783E-1	1.1256021625029788E-2	-9.837720878728297E1	2.5181614577885103E0	2.1476257947590294E0	2.5181614577885103E0	2.1476257947590294E0	137	8.528546841651323E-1	30	-8.198517853058379E2	-1.2181119558381346E2
5240	-6.824780360397087E2	16	148	2.1783296157670633E0	1.7659164762658837E-2	16	148	-6.824780360397087E2	-1.1484688608190307E2	142	41	1.158165175688516E0	2.52264754828697E0	1.705560049190037E-1	2.4572076647565438E-1	3.3512290060582156E-1	2.4860032799952042E-1	4.992424535079813E-2	-1.1484688608190307E2	2.576022245365514E0	2.229180326263702E0	2.576022245365514E0	2.229180326263702E0	142	8.653575605855848E-1	41	-8.185881150386627E2	-1.36110078998954E2
5241	-6.883605926256225E2	15	155	1.9813924824269185E0	2.6427228896914623E-2	15	155	-6.883605926256225E2	-1.0395337707907014E2	136	28	1.2286409086929457E0	2.4916125885623783E0	1.6268544169842014E-1	2.9223996632659205E-1	3.317142301318931E-1	2.133603618430947E-1	4.050680572879581E-2	-1.0395337707907014E2	2.427372630232127E0	1.9193319451670396E0	2.427372630232127E0	1.9193319451670396E0	136	7.907034631858298E-1	28	-8.139764869400987E2	-1.2561589431447617E2
5242	-6.830429763084545E2	15	148	3.4611847381900644E0	3.197917135885421E-2	15	148	-6.830429763084545E2	-1.0811527145668057E2	139	38	2.0381357569735274E0	2.348127659441896E0	1.6635786074923042E-1	3.00119859920878E-1	3.153455759055209E-1	2.181767034243707E-1	6.286068397106728E-2	-1.0811527145668057E2	1.8586551598817231E0	1.3983102259929714E0	1.8586551598817231E0	1.3983102259929714E0	139	7.52323645706261E-1	38	-8.089770121735097E2	-1.2593403586505515E2
5243	-6.703964969205095E2	18	135	3.1624663929074788E0	3.0593679165321887E-2	18	135	-6.703964969205095E2	-1.3274246435053695E2	154	68	1.498795714160352E0	1.676013421582968E0	1.9485999851921929E-1	3.315610856145503E-1	2.799152383066781E-1	1.9366367755955238E-1	6.76321340729073E-2	-1.3274246435053695E2	2.843926236685481E0	1.7529640365383719E0	2.843926236685481E0	1.7529640365383719E0	154	6.163887142802282E-1	68	-8.227312629502565E2	-1.5233476602974687E2
5244	-6.842828951299865E2	15	150	3.292970075712639E0	3.7168403419021445E-2	15	150	-6.842828951299865E2	-1.0860243259031027E2	145	50	1.701543685231479E0	2.330720015769356E0	1.654761557907714E-1	3.2374846154800335E-1	3.222598343832381E-1	1.8851554827798725E-1	3.8719814088102815E-2	-1.0860243259031027E2	3.6416818066197663E0	1.506239236828275E0	3.6416818066197663E0	1.506239236828275E0	145	4.1361088552280095E-1	50	-8.142996753238564E2	-1.300167801938699E2
5245	-6.846172950028005E2	13	148	3.0892702777168832E0	2.0645367063332785E-2	13	148	-6.846172950028005E2	-9.1726109580011E1	134	28	1.5511588322449812E0	2.221551923158609E0	2.1276675528807776E-1	2.891083536628069E-1	3.142783507993101E-1	1.8384654024980526E-1	1.692035195622329E-1	-9.1726109580011E1	2.7560293454095084E0	1.9099686581640627E0	2.7560293454095084E0	1.9099686581640627E0	134	6.93014630394027E-1	28	-8.008059533154438E2	-1.1618865831264335E2
5246	-6.944899609658612E2	13	160	2.621421370500781E0	2.1266280974462714E-2	13	160	-6.944899609658612E2	-9.027685388062395E1	131	22	1.717661750724877E0	2.0174677267519887E0	2.1276675528807776E-1	2.891083536628069E-1	3.142783507993101E-1	1.8384654024980526E-1	2.702654559143966E-1	-9.027685388062395E1	2.497915317678556E0	2.047666417965657E0	2.497915317678556E0	2.047666417965657E0	131	8.197501346317302E-1	22	-8.067244288486147E2	-1.1223446788275346E2
5247	-6.851699158036573E2	14	156	2.310052078992957E0	1.913936794364895E-2	14	156	-6.851699158036573E2	-1.0331824710309506E2	136	31	1.350994009594764E0	2.131492294897643E0	2.320244268988248E-1	2.743409367249028E-1	3.0206435890620764E-1	1.915702774700647E-1	3.11615220416701E-1	-1.0331824710309506E2	1.1408363074405297E0	1.8255453232016121E0	1.1408363074405297E0	1.8255453232016121E0	136	1.6001816485813198E0	31	-8.163862146565128E2	-1.3121629885285554E2
5248	-6.765232301936769E2	17	151	3.305344346887591E0	2.833508429780391E-2	17	151	-6.765232301936769E2	-1.199584695360336E2	143	46	1.1371351268469088E0	2.7151301147036606E0	2.1015553319840014E-1	2.7918714860646104E-1	3.0740030294212983E-1	2.0325701525300896E-1	1.6468013416348463E-2	-1.199584695360336E2	2.7325613344718493E0	2.305259019985715E0	2.7325613344718493E0	2.305259019985715E0	143	8.436257188098126E-1	46	-8.217498235771016E2	-1.4522659338342464E2
5249	-6.758040618426268E2	17	140	3.1355934752534425E0	1.919497442958564E-2	17	140	-6.758040618426268E2	-1.2109991119193094E2	145	50	1.6305751512494289E0	2.426535537321063E0	2.3908076270965545E-1	2.6896291752114876E-1	2.961428659552806E-1	1.9581345381391513E-1	2.2842055320458583E-2	-1.2109991119193094E2	1.9170264485696775E0	1.8222412014486666E0	1.9170264485696775E0	1.8222412014486666E0	145	9.505561088154357E-1	50	-8.202871800751243E2	-1.444831182324975E2
5250	-6.98517781334129E2	16	161	2.1396402162343913E0	2.41336233442645E-2	16	161	-6.98517781334129E2	-1.0859997255969584E2	136	32	1.413432773069445E0	2.120279113163136E0	2.3112943412120568E-1	2.7980960289328627E-1	2.862937705715784E-1	2.0276719241392974E-1	2.5160587305697167E-2	-1.0859997255969584E2	2.1488610908651857E0	2.4272468541373904E0	2.1488610908651857E0	2.4272468541373904E0	136	1.1295503764555201E0	32	-8.276675440921683E2	-1.2914976275803934E2
5251	-6.85366053307537E2	18	155	2.0538889285447475E0	2.7550937678564737E-2	18	155	-6.85366053307537E2	-1.2441327107824745E2	143	46	1.1781920453256856E0	1.7585020907122073E0	2.2624935172801405E-1	2.739016841475959E-1	2.9152428042344647E-1	2.0832468370094354E-1	1.57424839259994E-2	-1.2441327107824745E2	2.8395632078480433E0	1.8282984000431066E0	2.8395632078480433E0	1.8282984000431066E0	143	6.438660689045477E-1	46	-8.282736923454072E2	-1.4290763903787027E2
5252	-6.866751356195103E2	17	151	2.159166855161468E0	3.3818014427319826E-2	17	151	-6.866751356195103E2	-1.0933363659730001E2	135	30	1.43068791202983E0	1.9782099698363247E0	2.216771781526975E-1	2.683665255585016E-1	3.0584155443577327E-1	2.0411474185302755E-1	2.2338461888891298E-2	-1.0933363659730001E2	2.4116215569500707E0	1.918331842841175E0	2.4116215569500707E0	1.918331842841175E0	135	7.954530997256679E-1	30	-8.169669729068258E2	-1.3029183728731547E2
5253	-6.77108027597147E2	19	150	2.2875635146257767E0	3.4442371289128665E-2	19	150	-6.77108027597147E2	-1.2622040141041245E2	138	36	1.6727243601707205E0	3.171888634834361E0	2.216771781526975E-1	2.683665255585016E-1	3.0584155443577327E-1	2.0411474185302755E-1	2.429825914735711E-1	-1.2622040141041245E2	3.089536490051535E0	1.852927814716852E0	3.089536490051535E0	1.852927814716852E0	138	5.997429778490637E-1	36	-8.249832937528994E2	-1.4787526615575237E2
5254	-6.857649455957805E2	25	155	1.631178914916896E0	4.639100836595239E-2	25	155	-6.857649455957805E2	-1.4747491400151134E2	139	38	1.4931394168511964E0	2.6518148626888767E0	2.3521515369821785E-1	2.613106655445896E-1	2.868940132491025E-1	2.1658016750809E-1	1.4120623434520823E-2	-1.4747491400151134E2	1.929854276580794E0	1.8155328601457077E0	1.929854276580794E0	1.8155328601457077E0	139	9.407616327189043E-1	38	-8.54710281491767E2	-1.689453358959864E2
5255	-6.919525884130882E2	17	162	1.683163185422263E0	6.298696593129476E-2	17	162	-6.919525884130882E2	-1.1194303762879227E2	133	28	1.4597008264168592E0	2.7585739425984346E0	2.253878070929536E-1	2.9217328646491975E-1	2.74907511262111E-1	2.0753139518001565E-1	1.5870793089151403E-2	-1.1194303762879227E2	3.008315773149224E0	1.8323600450501418E0	3.008315773149224E0	1.8323600450501418E0	133	6.090983072338696E-1	28	-8.244596424019171E2	-1.3250705398882891E2
5256	-6.848613486864335E2	22	156	1.4475692344073194E0	5.299270195450268E-2	22	156	-6.848613486864335E2	-1.2780481211168255E2	134	30	1.5286979205804514E0	2.385275946565681E0	2.0347497555156788E-1	3.00438511394018E-1	2.826843085277733E-1	2.1340220452664072E-1	6.827740818901903E-2	-1.2780481211168255E2	1.832310154132416E0	2.1297897044371803E0	1.832310154132416E0	2.1297897044371803E0	134	1.162352181279931E0	30	-8.360217517042141E2	-1.5116040301778062E2
5257	-6.868540080158111E2	21	161	1.3724113024946356E0	5.1101808328997016E-2	21	161	-6.868540080158111E2	-1.1589965652018222E2	133	26	1.560507507803485E0	2.231533347339803E0	1.9923168913288541E-1	3.3767997369911007E-1	2.7678918317440254E-1	1.862991539936019E-1	1.2187191218757368E-2	-1.1589965652018222E2	2.460052769507636E0	1.6535771302172801E0	2.460052769507636E0	1.6535771302172801E0	133	6.721714065297197E-1	26	-8.237664535943617E2	-1.3691244557855052E2
5258	-6.798703870057005E2	20	150	1.378981129362472E0	3.397600787332443E-2	20	150	-6.798703870057005E2	-1.191994003293271E2	133	29	1.3818863862322794E0	2.2174500012242957E0	1.864748465942753E-1	2.9265300961201307E-1	3.462971015765289E-1	1.7457504221718284E-1	3.6810488091099366E-2	-1.191994003293271E2	2.635617195915364E0	1.8638948070906554E0	2.635617195915364E0	1.8638948070906554E0	133	7.071948118942648E-1	29	-8.185024474025973E2	-1.3863206039689683E2
5259	-6.784658602385739E2	18	149	1.8974428608440257E0	3.5666768130509646E-2	18	149	-6.784658602385739E2	-1.2077474429688618E2	136	35	1.3703356035530125E0	2.015542507023495E0	1.864748465942753E-1	2.9265300961201307E-1	3.462971015765289E-1	1.7457504221718284E-1	5.602275024206362E-2	-1.2077474429688618E2	1.2516329311044294E0	1.6873101619218545E0	1.2516329311044294E0	1.6873101619218545E0	136	1.3480870629002926E0	35	-8.253462155023623E2	-1.468803552637884E2
5260	-6.700048909954257E2	14	149	3.7309041541937624E0	3.128708074075809E-2	14	149	-6.700048909954257E2	-1.0250907717545034E2	137	37	1.607474227220767E0	2.084782537475391E0	1.9579525142621526E-1	3.0728042223460816E-1	3.136236565280622E-1	1.8330066981111434E-1	3.8499422151242434E-2	-1.0250907717545034E2	3.836906144676794E0	2.007106817193383E0	3.836906144676794E0	2.007106817193383E0	137	5.231055286504679E-1	37	-7.857049123991219E2	-1.157000214036962E2
5261	-6.717295565090549E2	17	143	4.638058221538596E0	1.935450232553926E-2	17	143	-6.717295565090549E2	-1.2326731218982115E2	147	57	1.3804194044076865E0	1.9161547714904528E0	2.0441398390312232E-1	2.767875237665069E-1	3.274290903899931E-1	1.9136940194037755E-1	1.0011509222633485E-2	-1.2326731218982115E2	1.9886760710136233E0	2.0986227066860645E0	1.9886760710136233E0	2.0986227066860645E0	147	1.05528634717086E0	57	-8.139718157002156E2	-1.422422591911608E2
5262	-6.807950608728466E2	13	157	3.953887798227498E0	1.8281678770246546E-2	13	157	-6.807950608728466E2	-9.787956654012714E1	134	31	1.6321607101758926E0	3.6746027815918185E0	1.4541149436435524E-1	2.9731472339680554E-1	3.5171198512361695E-1	2.0556179711522227E-1	2.9212340774840663E-4	-9.787956654012714E1	2.098370735273964E0	2.133891125616308E0	2.098370735273964E0	2.133891125616308E0	134	1.016927604710283E0	31	-8.05550651153956E2	-1.2475559028110933E2
5263	-6.820566363955048E2	11	154	3.942705120597349E0	3.146514487128596E-2	11	154	-6.820566363955048E2	-8.448254515570581E1	136	35	1.2039180799853813E0	2.7361242403267236E0	1.4318090551590348E-1	3.080938020990359E-1	3.46316780051879E-1	2.0240851233318158E-1	1.8384584153438902E-4	-8.448254515570581E1	2.2404913688265355E0	1.9767694950641383E0	2.2404913688265355E0	1.9767694950641383E0	136	8.822928410116918E-1	35	-7.905901935992955E2	-1.0853355720379066E2
5264	-6.977223027977922E2	16	167	3.3986915904730557E0	2.2888549829350877E-2	16	167	-6.977223027977922E2	-1.1658615401545661E2	140	43	1.5105802862798043E0	2.2429959220164064E0	1.4318090551590348E-1	3.080938020990359E-1	3.46316780051879E-1	2.0240851233318158E-1	1.478387424262805E0	-1.1658615401545661E2	1.47137947525585E0	1.9573837725818306E0	1.47137947525585E0	1.9573837725818306E0	140	1.330305203721475E0	43	-8.371704676585853E2	-1.3944816486079316E2
5265	-6.762483914422231E2	21	144	3.4390394171029706E0	2.0806555412121466E-2	21	144	-6.762483914422231E2	-1.436471667507061E2	149	61	1.5122832502453554E0	2.270455589679691E0	1.870954214046933E-1	3.11385342640005E-1	2.799554328732044E-1	2.2156380308209733E-1	2.331616866235967E0	-1.436471667507061E2	3.2558361975870995E0	1.8328488053061194E0	3.2558361975870995E0	1.8328488053061194E0	149	5.629425726836147E-1	61	-8.372294816010136E2	-1.6098109015879052E2
5266	-6.769384792707579E2	16	145	4.15021670402896E0	1.8801677237731712E-2	16	145	-6.769384792707579E2	-1.2941973306911362E2	153	67	1.5972039503035496E0	2.985220477803599E0	1.870954214046933E-1	3.11385342640005E-1	2.799554328732044E-1	2.2156380308209733E-1	6.478194298650962E-2	-1.2941973306911362E2	1.600366046913247E0	1.8212704676322826E0	1.600366046913247E0	1.8212704676322826E0	153	1.1380336836969964E0	67	-8.254542726511346E2	-1.4851579338037678E2
5267	-6.753166370224828E2	13	146	4.507757525628158E0	2.7658489375701523E-2	13	146	-6.753166370224828E2	-1.1229213585606249E2	156	72	8.242937955138188E-1	2.9634392045736373E0	1.7715236018948047E-1	2.9181399317240786E-1	3.233956840683689E-1	2.0763796256974273E-1	1.232053843601241E-1	-1.1229213585606249E2	2.0779645352346394E0	1.6673746005097598E0	2.0779645352346394E0	1.6673746005097598E0	156	8.024076312358639E-1	72	-8.11368812854525E2	-1.3605217583204214E2
5268	-6.609968230925402E2	18	130	6.093127287559101E0	3.245440227549155E-2	18	130	-6.609968230925402E2	-1.4345970856006295E2	174	109	8.53907102497902E-1	3.059202258461262E0	1.8766684771700737E-1	3.091339689733924E-1	2.958870889472179E-1	2.073120943623824E-1	9.532763407704771E-2	-1.4345970856006295E2	1.5712150413155743E0	2.081864164545607E0	1.5712150413155743E0	2.081864164545607E0	174	1.3250026952405365E0	109	-8.308095006919043E2	-1.6981267759936404E2
5269	-6.78138017403853E2	14	141	4.6032266292629265E0	3.177857240792344E-2	14	141	-6.78138017403853E2	-1.1855383882150431E2	158	79	1.7318879022464624E0	1.7037436123655572E0	2.0462825480950073E-1	2.7246259188138633E-1	3.226294860732913E-1	2.0027966723582175E-1	1.49632090157538E-2	-1.1855383882150431E2	1.9085839863552516E0	1.6355075146381202E0	1.9085839863552516E0	1.6355075146381202E0	158	8.569219517352156E-1	79	-8.144724031714102E2	-1.3633438576755708E2
5270	-6.908657391510035E2	17	143	4.312593337718706E0	2.7741775204032055E-2	17	143	-6.908657391510035E2	-1.3403545443513238E2	159	75	1.2033959127602478E0	3.24536677946472E0	2.0462825480950073E-1	2.7246259188138633E-1	3.226294860732913E-1	2.0027966723582175E-1	1.1534055729794641E-1	-1.3403545443513238E2	1.6130921670234253E0	1.5700288388720953E0	1.6130921670234253E0	1.5700288388720953E0	159	9.733038638264588E-1	75	-8.454460094908608E2	-1.5458027033985732E2
5271	-6.750775706604663E2	24	136	4.373799486769606E0	7.776000936373367E-2	24	136	-6.750775706604663E2	-1.6297128065222697E2	168	90	1.3932306567047394E0	2.1786337557345323E0	2.0462825480950073E-1	2.7246259188138633E-1	3.226294860732913E-1	2.0027966723582175E-1	5.89482895324265E-2	-1.6297128065222697E2	1.019358136738222E0	1.9285563780673671E0	1.019358136738222E0	1.9285563780673671E0	168	1.8919320978183678E0	90	-8.591132496931857E2	-1.840356790327194E2
5272	-6.736561420886569E2	19	138	3.0994167084367032E0	3.857689971852261E-2	19	138	-6.736561420886569E2	-1.383707255564857E2	161	76	1.19623255232573E0	2.984047996774682E0	2.0185699358489415E-1	2.559585249961069E-1	3.3893415323546433E-1	2.0325032818353464E-1	6.790592656066825E-3	-1.383707255564857E2	1.3323308754535872E0	1.939771687851269E0	1.3323308754535872E0	1.939771687851269E0	161	1.4559233922961372E0	76	-8.348278382525648E2	-1.611716961639079E2
5273	-6.857194774001943E2	14	156	3.603664818969203E0	3.8574318301165E-2	14	156	-6.857194774001943E2	-1.016097866434362E2	137	28	1.0380852464835792E0	2.247578364426234E0	1.9080392182687117E-1	2.966999611391385E-1	3.2037515535075245E-1	1.9212096168323792E-1	8.45725734316556E-2	-1.016097866434362E2	2.2325456927957257E0	2.041479730050653E0	2.2325456927957257E0	2.041479730050653E0	137	9.144178937248051E-1	28	-8.053957169459022E2	-1.1967623954570796E2
5274	-6.846553915650445E2	16	150	2.1555607996345714E0	1.4988769516492745E-2	16	150	-6.846553915650445E2	-1.2160726990638446E2	146	46	1.6785604887085899E0	2.639274356173103E0	1.9133643916127355E-1	2.9473711122288204E-1	3.212692948532462E-1	1.9265715476259826E-1	3.8940789751382605E-3	-1.2160726990638446E2	3.031276239161545E0	2.211851760014889E0	3.031276239161545E0	2.211851760014889E0	146	7.296767386091775E-1	46	-8.215564829575795E2	-1.36901091392535E2
5275	-6.991169546984132E2	13	160	2.5449582137569595E0	1.5838977037700958E-2	13	160	-6.991169546984132E2	-9.80872189308328E1	141	36	1.3417671715094759E0	2.8808093450283714E0	2.117674194690847E-1	2.872905433212318E-1	3.131523882006907E-1	1.8778964900899278E-1	1.0266327883199936E-1	-9.80872189308328E1	1.6790951905205902E0	2.2072216494384773E0	1.6790951905205902E0	2.2072216494384773E0	141	1.3145303863053444E0	36	-8.120024201962401E2	-1.1288546549782687E2
5276	-7.000018671502412E2	13	154	2.7247969561061653E0	1.673234467317834E-2	13	154	-7.000018671502412E2	-9.912502242042187E1	143	40	1.6098278305176064E0	1.7510023978095006E0	2.022390166492534E-1	3.216298435920574E-1	2.967910219648305E-1	1.7934011779385872E-1	5.714289560894657E-2	-9.912502242042187E1	1.5680171582730873E0	2.14437035918554E0	1.5680171582730873E0	2.14437035918554E0	143	1.3675681722432238E0	40	-8.185424914054302E2	-1.1854062425518897E2
5277	-6.935102218435783E2	12	154	2.963430534086737E0	3.828361819242621E-2	12	154	-6.935102218435783E2	-9.333901040310386E1	140	35	1.7041894864323457E0	2.6609521263897045E0	2.0935376835826683E-1	3.053921115110734E-1	3.072321053211953E-1	1.7802201480946425E-1	4.24642228087421E-2	-9.333901040310386E1	1.1738504264221226E0	2.060255454217529E0	1.1738504264221226E0	2.060255454217529E0	140	1.755126043185208E0	35	-8.096698353631724E2	-1.1615961351959412E2
5278	-6.721884913108894E2	16	144	2.2806162365641542E0	2.8600214260490666E-2	16	144	-6.721884913108894E2	-1.1271955480149532E2	142	41	1.9903288470752587E0	2.6696494618697484E0	2.0935376835826683E-1	3.053921115110734E-1	3.072321053211953E-1	1.7802201480946425E-1	6.35778760052252E-2	-1.1271955480149532E2	9.139755164846781E-1	1.8337856446829042E0	9.139755164846781E-1	1.8337856446829042E0	142	2.006383772440633E0	41	-8.08060886939963E2	-1.358723956290736E2
5279	-6.955641914125009E2	11	159	2.652153243782973E0	2.0450874466754042E-2	11	159	-6.955641914125009E2	-8.743771842117815E1	139	35	2.3128787000816917E0	2.569673328607933E0	2.1777724583362995E-1	3.176797507192909E-1	3.195937778106664E-1	1.4494922563641274E-1	3.1769391068817675E-2	-8.743771842117815E1	3.4743441640696533E0	1.8138413276190564E0	3.4743441640696533E0	1.8138413276190564E0	139	5.220672570026637E-1	35	-7.999621257412068E2	-1.0439793432870586E2
5280	-6.845699168594397E2	13	154	2.770680426389717E0	2.8338885841576778E-2	13	154	-6.845699168594397E2	-9.996983911897573E1	142	41	1.9848441197174982E0	3.21816618258955E0	2.1860103005159984E-1	2.78770273840996E-1	3.571311722131586E-1	1.4549752389424567E-1	3.989394331759667E-2	-9.996983911897573E1	1.8600389339723553E0	1.7812515399104059E0	1.8600389339723553E0	1.7812515399104059E0	142	9.576420726346364E-1	41	-8.037441253435667E2	-1.19174208484127E2
5281	-6.700406535110533E2	18	142	5.506647653774427E0	4.2912618334064054E-2	18	142	-6.700406535110533E2	-1.338265561416283E2	154	65	1.3333163048194485E0	2.426741307524826E0	2.1033855116448835E-1	2.8624634890148043E-1	3.6670873374121177E-1	1.3670636619281956E-1	3.607124878393056E-1	-1.338265561416283E2	1.532532500730796E0	1.6152082566189747E0	1.532532500730796E0	1.6152082566189747E0	154	1.0539471468623043E0	65	-8.27708999944867E2	-1.5766834643381372E2
5282	-6.734660305194053E2	18	142	5.05126544887664E0	4.841835773214304E-2	18	142	-6.734660305194053E2	-1.3565575471732896E2	161	78	8.119238616939908E-1	2.386118918995744E0	2.3415610967062955E-1	3.1865928093122886E-1	2.949983805889194E-1	1.5218622880922217E-1	6.387097859614616E-2	-1.3565575471732896E2	3.418270965753461E0	1.8282606471993366E0	3.418270965753461E0	1.8282606471993366E0	161	5.348495381191491E-1	78	-8.332469689310578E2	-1.597809384116525E2
5283	-6.813428035910175E2	13	144	5.451811113262227E0	4.1776331782345716E-2	13	144	-6.813428035910175E2	-1.046704210261424E2	149	55	1.2881596013864238E0	2.6904190853828314E0	2.1798075503696107E-1	3.2081486605889414E-1	2.746200807055822E-1	1.8658429819856254E-1	1.1372669591479803E-1	-1.046704210261424E2	3.084126463097223E0	2.029771048359762E0	3.084126463097223E0	2.029771048359762E0	149	6.58134830930821E-1	55	-8.070477256795338E2	-1.257049220885162E2
5284	-6.780268519395372E2	15	146	3.7624273283726093E0	3.2020474608311325E-2	15	146	-6.780268519395372E2	-1.1220828861316939E2	141	40	1.0566911049140928E0	2.361632457509635E0	2.1798075503696107E-1	3.2081486605889414E-1	2.746200807055822E-1	1.8658429819856254E-1	7.598378998917816E-3	-1.1220828861316939E2	2.9048267499745704E0	2.103450510618247E0	2.9048267499745704E0	2.103450510618247E0	141	7.241225352378282E-1	40	-8.105585126071333E2	-1.325316606675961E2
5285	-6.839115881636487E2	12	153	2.247142660667749E0	1.753667826906889E-2	12	153	-6.839115881636487E2	-9.177785322470791E1	138	33	1.2982275277705426E0	2.4104897284815476E0	1.98871708261602E-1	3.1483078091340266E-1	3.2751014478695256E-1	1.5878736603804283E-1	1.5080454402419705E-2	-9.177785322470791E1	2.2511469578095027E0	1.746359368829995E0	2.2511469578095027E0	1.746359368829995E0	138	7.757642666426827E-1	33	-7.937121228500756E2	-1.0980053468642686E2
5286	-6.709741309550817E2	14	139	4.289495500764678E0	2.7230013626788917E-2	14	139	-6.709741309550817E2	-1.0946958253379162E2	145	47	1.4808209975497129E0	2.0879286967776367E0	1.6993211421306284E-1	3.2620358485451423E-1	3.39340972301914E-1	1.6452332863050897E-1	2.8142622745259575E-2	-1.0946958253379162E2	3.339818811471088E0	1.5661874278087677E0	3.339818811471088E0	1.5661874278087677E0	145	4.689438308537792E-1	47	-7.963450721389404E2	-1.2537094118385875E2
5287	-6.799966988173263E2	14	146	4.638289933293164E0	2.9652264367379215E-2	14	146	-6.799966988173263E2	-1.0538960637066444E2	149	55	1.6930308174939528E0	2.0694801246473458E0	1.9051087794018062E-1	3.1811645533823885E-1	3.3092814509644863E-1	1.6044452162513204E-1	1.3242464379313961E-2	-1.0538960637066444E2	3.756756716642392E0	1.9298882074624648E0	3.756756716642392E0	1.9298882074624648E0	149	5.137112549537959E-1	55	-8.010906169324104E2	-1.210939181150841E2
5288	-6.749203208862758E2	13	141	3.929561443294685E0	2.840358980693081E-2	13	141	-6.749203208862758E2	-1.060013506744097E2	148	50	1.612876630286371E0	3.076742927480526E0	1.9366977359995494E-1	3.068100197530755E-1	3.36415325107086E-1	1.6310488153988367E-1	1.2401571941119792E-2	-1.060013506744097E2	1.8269212907603511E0	1.6586695854449707E0	1.8269212907603511E0	1.6586695854449707E0	148	9.079042396810891E-1	50	-8.00664036323109E2	-1.2574371543683318E2
